sample_id,host_family,core,field,available,record_type,available_records,available_fraction,stage,qualified_samples
LI21_CE100_A900,YAG,True,Source,True,sample_field,,,,
LI21_CE100_A1000,YAG,True,Source,True,sample_field,,,,
LI21_CE100_A1100,YAG,True,Source,True,sample_field,,,,
LI21_CE100_A1200,YAG,True,Source,True,sample_field,,,,
LI21_CE100_A1300,YAG,True,Source,True,sample_field,,,,
LI21_CE100_A1400,YAG,True,Source,True,sample_field,,,,
HUA19_YAGG_X000,YAG,True,Source,True,sample_field,,,,
WAE14_YAG_CE001_T05,YAG,True,Source,True,sample_field,,,,
WAE14_YAG_CE005_T05,YAG,True,Source,True,sample_field,,,,
WAE14_YAG_CE010_T05,YAG,True,Source,True,sample_field,,,,
MA21_YSC00_CE04,YAG,True,Source,True,sample_field,,,,
HU16_CE005_T040,YAG,True,Source,True,sample_field,,,,
HU16_CE010_T040,YAG,True,Source,True,sample_field,,,,
HU16_CE020_T040,YAG,True,Source,True,sample_field,,,,
HU16_CE050_T040,YAG,True,Source,True,sample_field,,,,
HU16_CE070_T040,YAG,True,Source,True,sample_field,,,,
HU16_CE100_T040,YAG,True,Source,True,sample_field,,,,
HU16_CE010_T025,YAG,True,Source,True,sample_field,,,,
HU16_CE010_T050,YAG,True,Source,True,sample_field,,,,
HU16_CE010_T070,YAG,True,Source,True,sample_field,,,,
HU16_CE010_T100,YAG,True,Source,True,sample_field,,,,
SHA19_GD00,YAG,True,Source,True,sample_field,,,,
LI21_CE020_A000,YAG,True,Source,True,sample_field,,,,
LI21_CE040_A000,YAG,True,Source,True,sample_field,,,,
LI21_CE060_A000,YAG,True,Source,True,sample_field,,,,
LI21_CE080_A000,YAG,True,Source,True,sample_field,,,,
SIN17_X0015,YAG,True,Source,True,sample_field,,,,
SIN17_X0030,YAG,True,Source,True,sample_field,,,,
SIN17_X0050,YAG,True,Source,True,sample_field,,,,
SIN17_X0100,YAG,True,Source,True,sample_field,,,,
HU15_GD00,YAG,True,Source,True,sample_field,,,,
LI16_YAG_CE003,YAG,True,Source,True,sample_field,,,,
BARTA21_YAG,YAG,True,Source,True,sample_field,,,,
HUA19_YAGG_X100,YAGG,True,Source,True,sample_field,,,,
HUA19_YAGG_X200,YAGG,True,Source,True,sample_field,,,,
HUA19_YAGG_X300,YAGG,True,Source,True,sample_field,,,,
HUA19_YAGG_X400,YAGG,True,Source,True,sample_field,,,,
MOR16_YAGG,YAGG,True,Source,True,sample_field,,,,
BARTA21_YAGG_GA1,YAGG,True,Source,True,sample_field,,,,
BARTA21_YAGG_GA2,YAGG,True,Source,True,sample_field,,,,
DU18_YAMSG_X00,YAMSG,True,Source,True,sample_field,,,,
DU18_YAMSG_X05,YAMSG,True,Source,True,sample_field,,,,
UED11_YSGG_AS,YSGG,True,Source,True,sample_field,,,,
UED11_YSGG_O2,YSGG,True,Source,True,sample_field,,,,
LIU19_GDYAG_GD40,"(Y,Gd)AG",False,Source,True,sample_field,,,,
LIU19_GDYAG_GD50,"(Y,Gd)AG",False,Source,True,sample_field,,,,
LIU19_ACS_GAGG_T04,GAGG,False,Source,True,sample_field,,,,
LIU19_ACS_GAGG_T06,GAGG,False,Source,True,sample_field,,,,
LIU19_ACS_GAGG_T10,GAGG,False,Source,True,sample_field,,,,
CHE17_GA09,GAGG,False,Source,True,sample_field,,,,
HOS19_M2_1550,GGAG,False,Source,True,sample_field,,,,
HOS19_M2_1600,GGAG,False,Source,True,sample_field,,,,
HOS19_M2_1615,GGAG,False,Source,True,sample_field,,,,
HOS19_M2_1625,GGAG,False,Source,True,sample_field,,,,
HOS19_M4_1600,GGAG,False,Source,True,sample_field,,,,
HOS19_N2_1550,GGAG,False,Source,True,sample_field,,,,
HOS19_N2_1600,GGAG,False,Source,True,sample_field,,,,
HOS19_N2_1615,GGAG,False,Source,True,sample_field,,,,
HOS19_N2_1625,GGAG,False,Source,True,sample_field,,,,
HIR17_GYAG_CE035,GYAG,False,Source,True,sample_field,,,,
HIR17_GYAG_CE050,GYAG,False,Source,True,sample_field,,,,
HIR17_GYAG_CE065,GYAG,False,Source,True,sample_field,,,,
MA21_GYSC20_CE04,Gd-Y-ScAG,False,Source,True,sample_field,,,,
MA21_GSC20_CE04,Gd-Y-ScAG,False,Source,True,sample_field,,,,
MA21_GSC30_CE04,Gd-Y-ScAG,False,Source,True,sample_field,,,,
SUN20_LMAS_CE08,LMAS,False,Source,True,sample_field,,,,
SUN20_LMAS_CE02,LMAS,False,Source,True,sample_field,,,,
SUN20_LMAS_CE04,LMAS,False,Source,True,sample_field,,,,
SUN20_LMAS_CE06,LMAS,False,Source,True,sample_field,,,,
SUN20_LMAS_CE10,LMAS,False,Source,True,sample_field,,,,
SUN20_LMAS_CE12,LMAS,False,Source,True,sample_field,,,,
LIU14_LUAG,Lu3Al5O12,False,Source,True,sample_field,,,,
XU14_CE03,Lu3Al5O12,False,Source,True,sample_field,,,,
XU14_CE05,Lu3Al5O12,False,Source,True,sample_field,,,,
XU14_CE08,Lu3Al5O12,False,Source,True,sample_field,,,,
XU14_CE10,Lu3Al5O12,False,Source,True,sample_field,,,,
XU13_AS,Lu3Al5O12,False,Source,True,sample_field,,,,
XU13_ANN,Lu3Al5O12,False,Source,True,sample_field,,,,
XU17_PRISTINE,LuAG,False,Source,True,sample_field,,,,
XU17_LIF035,LuAG,False,Source,True,sample_field,,,,
ZHO22_SC_X150,LuAG solid solution,False,Source,True,sample_field,,,,
ZHO22_SC_X200,LuAG solid solution,False,Source,True,sample_field,,,,
LING24_LUGDAG_CE005_GD15,LuGdAG,False,Source,True,sample_field,,,,
LING24_LUGDAG_CE005_GD12,LuGdAG,False,Source,True,sample_field,,,,
MA20_SCLU30Y00,LuYSAG,False,Source,True,sample_field,,,,
MA20_SCLU25Y05,LuYSAG,False,Source,True,sample_field,,,,
MA20_SCLU20Y10,LuYSAG,False,Source,True,sample_field,,,,
NIS09_T0632,Y3Al5O12,False,Source,True,sample_field,,,,
NIS11_T01,Y3Al5O12,False,Source,True,sample_field,,,,
NIS11_T03,Y3Al5O12,False,Source,True,sample_field,,,,
LIU15_T02,Y3Al5O12,False,Source,True,sample_field,,,,
LIU15_T03,Y3Al5O12,False,Source,True,sample_field,,,,
LIU15_T05,Y3Al5O12,False,Source,True,sample_field,,,,
LIU15_T08,Y3Al5O12,False,Source,True,sample_field,,,,
LIU15_T15,Y3Al5O12,False,Source,True,sample_field,,,,
YAO19_CE01,Y3Al5O12,False,Source,True,sample_field,,,,
YAO19_CE05,Y3Al5O12,False,Source,True,sample_field,,,,
YAO19_CE10,Y3Al5O12,False,Source,True,sample_field,,,,
YAO19_CE20,Y3Al5O12,False,Source,True,sample_field,,,,
ZHU21_PRE1650,Y3Al5O12,False,Source,True,sample_field,,,,
ZHU21_PRE1700,Y3Al5O12,False,Source,True,sample_field,,,,
ZHU21_PRE1750,Y3Al5O12,False,Source,True,sample_field,,,,
SUN21_TUBE,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE005_S1,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE005_S2,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE005_S3,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE005_S4,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE005_S5,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE020_S1,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE020_S2,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE020_S3,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE020_S4,Y3Al5O12,False,Source,True,sample_field,,,,
SUN19_CE020_S5,Y3Al5O12,False,Source,True,sample_field,,,,
HUA23_LUYAG_X000,YAG,False,Source,True,sample_field,,,,
SIN17_X0015_2,YAG,False,Source,True,sample_field,,,,
SIN17_X0030_2,YAG,False,Source,True,sample_field,,,,
SIN17_X0050_2,YAG,False,Source,True,sample_field,,,,
SIN17_X0100_2,YAG,False,Source,True,sample_field,,,,
SIN17_X0150,YAG,False,Source,True,sample_field,,,,
SIN17_X0150_2,YAG,False,Source,True,sample_field,,,,
SIN17_X0200,YAG,False,Source,True,sample_field,,,,
SIN17_X0200_2,YAG,False,Source,True,sample_field,,,,
LI21_CE020_A900,YAG,False,Source,True,sample_field,,,,
LI21_CE020_A1000,YAG,False,Source,True,sample_field,,,,
LI21_CE020_A1100,YAG,False,Source,True,sample_field,,,,
LI21_CE020_A1200,YAG,False,Source,True,sample_field,,,,
LI21_CE020_A1300,YAG,False,Source,True,sample_field,,,,
LI21_CE020_A1400,YAG,False,Source,True,sample_field,,,,
LI21_CE040_A900,YAG,False,Source,True,sample_field,,,,
LI21_CE040_A1000,YAG,False,Source,True,sample_field,,,,
LI21_CE040_A1100,YAG,False,Source,True,sample_field,,,,
LI21_CE040_A1200,YAG,False,Source,True,sample_field,,,,
LI21_CE040_A1300,YAG,False,Source,True,sample_field,,,,
LI21_CE040_A1400,YAG,False,Source,True,sample_field,,,,
LI21_CE060_A900,YAG,False,Source,True,sample_field,,,,
LI21_CE060_A1000,YAG,False,Source,True,sample_field,,,,
LI21_CE060_A1100,YAG,False,Source,True,sample_field,,,,
LI21_CE060_A1200,YAG,False,Source,True,sample_field,,,,
LI21_CE060_A1300,YAG,False,Source,True,sample_field,,,,
LI21_CE060_A1400,YAG,False,Source,True,sample_field,,,,
LI21_CE080_A900,YAG,False,Source,True,sample_field,,,,
LI21_CE080_A1000,YAG,False,Source,True,sample_field,,,,
LI21_CE080_A1100,YAG,False,Source,True,sample_field,,,,
LI21_CE080_A1200,YAG,False,Source,True,sample_field,,,,
LI21_CE080_A1300,YAG,False,Source,True,sample_field,,,,
LI21_CE080_A1400,YAG,False,Source,True,sample_field,,,,
OSI17_CE001,YAG,False,Source,True,sample_field,,,,
OSI17_CE010,YAG,False,Source,True,sample_field,,,,
OSI17_CE030,YAG,False,Source,True,sample_field,,,,
OSI17_CE050,YAG,False,Source,True,sample_field,,,,
WAE14_YAG_CE001_T08,YAG,False,Source,True,sample_field,,,,
WAE14_YAG_CE005_T08,YAG,False,Source,True,sample_field,,,,
FEN08_YAG_CE05,YAG,False,Source,True,sample_field,,,,
FEN08_YAG_CE10,YAG,False,Source,True,sample_field,,,,
FEN08_YAG_CE20,YAG,False,Source,True,sample_field,,,,
FEN08_YAG_CE40,YAG,False,Source,True,sample_field,,,,
MAH16_YAGG_CECR,YAGG,False,Source,True,sample_field,,,,
BARTA21_YAGG_GA3,YAGG,False,Source,True,sample_field,,,,
BARTA21_YAGG_GA4,YAGG,False,Source,True,sample_field,,,,
DU18_YAMSG_X20,YAMSG,False,Source,True,sample_field,,,,
DU18_YAMSG_X10,YAMSG,False,Source,True,sample_field,,,,
HUA19_YAGG_X500,YGG,False,Source,True,sample_field,,,,
MAH16_YGG_CECR,YGG,False,Source,True,sample_field,,,,
FEN08_YSAG_CE05,YSAG,False,Source,True,sample_field,,,,
FEN08_YSAG_CE10,YSAG,False,Source,True,sample_field,,,,
FEN08_YSAG_CE20,YSAG,False,Source,True,sample_field,,,,
FEN08_YSAG_CE40,YSAG,False,Source,True,sample_field,,,,
,,,Composition,,field_coverage,255.0,1.0,,
,,,Site occupancy,,field_coverage,245.0,0.9607843137254902,,
,,,RT PL,,field_coverage,170.0,0.6666666666666666,,
,,,PLE 5d1,,field_coverage,73.0,0.28627450980392155,,
,,,Process,,field_coverage,255.0,1.0,,
,,,Lattice,,field_coverage,187.0,0.7333333333333333,,
,,,Local structure,,field_coverage,144.0,0.5647058823529412,,
,,,Thickness,,field_coverage,227.0,0.8901960784313725,,
,,,Efficiency,,field_coverage,38.0,0.14901960784313725,,
,,,Source,,field_coverage,255.0,1.0,,
SUN20_GDLUGAG_LU35,,True,,,row_completeness,,0.8,,
HUA23_LUYAG_X020,,True,,,row_completeness,,0.7,,
HUA23_LUYAG_X040,,True,,,row_completeness,,0.7,,
HUA23_LUYAG_X060,,True,,,row_completeness,,0.7,,
HUA23_LUYAG_X080,,True,,,row_completeness,,0.7,,
HU15_GD10,,True,,,row_completeness,,0.7,,
HU15_GD30,,True,,,row_completeness,,0.7,,
HU15_GD40,,True,,,row_completeness,,0.7,,
HU15_GD50,,True,,,row_completeness,,0.7,,
HU15_GD60,,True,,,row_completeness,,0.7,,
HU15_GD70,,True,,,row_completeness,,0.7,,
HU15_GD80,,True,,,row_completeness,,0.7,,
LIU19_GDYAG_GD00,,True,,,row_completeness,,0.7,,
LIU19_GDYAG_GD10,,True,,,row_completeness,,0.7,,
LIU19_GDYAG_GD20,,True,,,row_completeness,,0.7,,
LIU19_GDYAG_GD30,,True,,,row_completeness,,0.7,,
SHA19_GD06,,True,,,row_completeness,,0.6,,
SHA19_GD12,,True,,,row_completeness,,0.6,,
SHA19_GD18,,True,,,row_completeness,,0.6,,
SHA19_GD24,,True,,,row_completeness,,0.6,,
SHA19_GD30,,True,,,row_completeness,,0.6,,
LI24_CSS_CE08,,True,,,row_completeness,,0.9,,
LI24_CSS_CE02,,True,,,row_completeness,,0.8,,
LI24_CSS_CE04,,True,,,row_completeness,,0.8,,
LI24_CSS_CE06,,True,,,row_completeness,,0.8,,
LI24_CSS_CE10,,True,,,row_completeness,,0.8,,
LI24_CSS_CE12,,True,,,row_completeness,,0.8,,
MOR16_GAGG,,True,,,row_completeness,,0.8,,
CHE17_GA01,,True,,,row_completeness,,0.8,,
CHE17_GA03,,True,,,row_completeness,,0.8,,
CHE17_GA04,,True,,,row_completeness,,0.8,,
CHE17_GA05,,True,,,row_completeness,,0.8,,
CHE17_GA07,,True,,,row_completeness,,0.8,,
LIU19_ACS_GAGG_T08,,True,,,row_completeness,,0.8,,
HOS19_N4_1600,,True,,,row_completeness,,0.6,,
MENG20_GLMS_Z00,,True,,,row_completeness,,0.8,,
MENG20_GLMS_Z05,,True,,,row_completeness,,0.8,,
MENG20_GLMS_Z10,,True,,,row_completeness,,0.8,,
MA21_GSC40_CE04,,True,,,row_completeness,,1.0,,
MA21_GSC40_CE06,,True,,,row_completeness,,0.9,,
MA21_GSC40_CE08,,True,,,row_completeness,,0.9,,
MA21_GSC40_CE10,,True,,,row_completeness,,0.9,,
MA21_GSC40_CE12,,True,,,row_completeness,,0.9,,
MA21_GYSC00_CE04,,True,,,row_completeness,,0.9,,
ZHO22_LUAG_BASE,,True,,,row_completeness,,0.9,,
HUA23_LUYAG_X0999,,True,,,row_completeness,,0.7,,
LI16_LUAG_CE003,,True,,,row_completeness,,0.7,,
WANG24_LUAG_CE005,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE010,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE020,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE030,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE035,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE040,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE045,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE050,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE055,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE060,,True,,,row_completeness,,0.6,,
WANG24_LUAG_CE070,,True,,,row_completeness,,0.6,,
ZHO22_GA_X050,,True,,,row_completeness,,0.8,,
ZHO22_GA_X100,,True,,,row_completeness,,0.8,,
ZHO22_GA_X150,,True,,,row_completeness,,0.8,,
ZHO22_GA_X200,,True,,,row_completeness,,0.8,,
ZHO22_SC_X050,,True,,,row_completeness,,0.8,,
ZHO22_SC_X100,,True,,,row_completeness,,0.8,,
ZHO22_GA_X075,,True,,,row_completeness,,0.7,,
ZHO22_GA_X125,,True,,,row_completeness,,0.7,,
ZHO22_SC_X075,,True,,,row_completeness,,0.7,,
ZHO22_SC_X125,,True,,,row_completeness,,0.7,,
MOR16_LUAGG,,True,,,row_completeness,,0.8,,
YANG26_LUAGG_GA150,,True,,,row_completeness,,0.7,,
YANG26_LUAGG_GA050,,True,,,row_completeness,,0.6,,
YANG26_LUAGG_GA075,,True,,,row_completeness,,0.6,,
YANG26_LUAGG_GA100,,True,,,row_completeness,,0.6,,
YANG26_LUAGG_GA200,,True,,,row_completeness,,0.6,,
LING24_LUGDAG_CE005_GD00,,True,,,row_completeness,,0.8,,
LING24_LUGDAG_CE005_GD03,,True,,,row_completeness,,0.7,,
LING24_LUGDAG_CE005_GD06,,True,,,row_completeness,,0.7,,
LING24_LUGDAG_CE005_GD09,,True,,,row_completeness,,0.7,,
LING24_LUGDAG_CE007_GD09,,True,,,row_completeness,,0.7,,
LING24_LUGDAG_CE009_GD09,,True,,,row_completeness,,0.7,,
LING24_LUGDAG_CE011_GD09,,True,,,row_completeness,,0.7,,
LING24_LUGDAG_CE013_GD09,,True,,,row_completeness,,0.7,,
MA20_SCLU15Y15,,True,,,row_completeness,,0.9,,
MA20_SCLU10Y20,,True,,,row_completeness,,0.9,,
MA20_SCLU05Y25,,True,,,row_completeness,,0.9,,
MA20_SCLU00Y30,,True,,,row_completeness,,0.9,,
NIS11_T02,,True,,,row_completeness,,0.9,,
LI21_CE100_A000,,True,,,row_completeness,,1.0,,
LI21_CE100_A900,,True,,,row_completeness,,1.0,,
LI21_CE100_A1000,,True,,,row_completeness,,1.0,,
LI21_CE100_A1100,,True,,,row_completeness,,1.0,,
LI21_CE100_A1200,,True,,,row_completeness,,1.0,,
LI21_CE100_A1300,,True,,,row_completeness,,1.0,,
LI21_CE100_A1400,,True,,,row_completeness,,1.0,,
HUA19_YAGG_X000,,True,,,row_completeness,,0.9,,
WAE14_YAG_CE001_T05,,True,,,row_completeness,,0.9,,
WAE14_YAG_CE005_T05,,True,,,row_completeness,,0.9,,
WAE14_YAG_CE010_T05,,True,,,row_completeness,,0.9,,
MA21_YSC00_CE04,,True,,,row_completeness,,0.9,,
HU16_CE005_T040,,True,,,row_completeness,,0.8,,
HU16_CE010_T040,,True,,,row_completeness,,0.8,,
HU16_CE020_T040,,True,,,row_completeness,,0.8,,
HU16_CE050_T040,,True,,,row_completeness,,0.8,,
HU16_CE070_T040,,True,,,row_completeness,,0.8,,
HU16_CE100_T040,,True,,,row_completeness,,0.8,,
HU16_CE010_T025,,True,,,row_completeness,,0.8,,
HU16_CE010_T050,,True,,,row_completeness,,0.8,,
HU16_CE010_T070,,True,,,row_completeness,,0.8,,
HU16_CE010_T100,,True,,,row_completeness,,0.8,,
SHA19_GD00,,True,,,row_completeness,,0.8,,
LI21_CE020_A000,,True,,,row_completeness,,0.8,,
LI21_CE040_A000,,True,,,row_completeness,,0.8,,
LI21_CE060_A000,,True,,,row_completeness,,0.8,,
LI21_CE080_A000,,True,,,row_completeness,,0.8,,
SIN17_X0015,,True,,,row_completeness,,0.8,,
SIN17_X0030,,True,,,row_completeness,,0.8,,
SIN17_X0050,,True,,,row_completeness,,0.8,,
SIN17_X0100,,True,,,row_completeness,,0.8,,
HU15_GD00,,True,,,row_completeness,,0.7,,
LI16_YAG_CE003,,True,,,row_completeness,,0.7,,
BARTA21_YAG,,True,,,row_completeness,,0.6,,
HUA19_YAGG_X100,,True,,,row_completeness,,0.9,,
HUA19_YAGG_X200,,True,,,row_completeness,,0.9,,
HUA19_YAGG_X300,,True,,,row_completeness,,0.9,,
HUA19_YAGG_X400,,True,,,row_completeness,,0.9,,
MOR16_YAGG,,True,,,row_completeness,,0.8,,
BARTA21_YAGG_GA1,,True,,,row_completeness,,0.6,,
BARTA21_YAGG_GA2,,True,,,row_completeness,,0.6,,
DU18_YAMSG_X00,,True,,,row_completeness,,0.9,,
DU18_YAMSG_X05,,True,,,row_completeness,,0.9,,
UED11_YSGG_AS,,True,,,row_completeness,,0.6,,
UED11_YSGG_O2,,True,,,row_completeness,,0.6,,
LIU19_GDYAG_GD40,,False,,,row_completeness,,0.7,,
LIU19_GDYAG_GD50,,False,,,row_completeness,,0.7,,
LIU19_ACS_GAGG_T04,,False,,,row_completeness,,0.6,,
LIU19_ACS_GAGG_T06,,False,,,row_completeness,,0.6,,
LIU19_ACS_GAGG_T10,,False,,,row_completeness,,0.6,,
CHE17_GA09,,False,,,row_completeness,,0.5,,
HOS19_M2_1550,,False,,,row_completeness,,0.4,,
HOS19_M2_1600,,False,,,row_completeness,,0.4,,
HOS19_M2_1615,,False,,,row_completeness,,0.4,,
HOS19_M2_1625,,False,,,row_completeness,,0.4,,
HOS19_M4_1600,,False,,,row_completeness,,0.4,,
HOS19_N2_1550,,False,,,row_completeness,,0.4,,
HOS19_N2_1600,,False,,,row_completeness,,0.4,,
HOS19_N2_1615,,False,,,row_completeness,,0.4,,
HOS19_N2_1625,,False,,,row_completeness,,0.4,,
HIR17_GYAG_CE035,,False,,,row_completeness,,0.6,,
HIR17_GYAG_CE050,,False,,,row_completeness,,0.6,,
HIR17_GYAG_CE065,,False,,,row_completeness,,0.6,,
MA21_GYSC20_CE04,,False,,,row_completeness,,0.8,,
MA21_GSC20_CE04,,False,,,row_completeness,,0.8,,
MA21_GSC30_CE04,,False,,,row_completeness,,0.8,,
SUN20_LMAS_CE08,,False,,,row_completeness,,0.8,,
SUN20_LMAS_CE02,,False,,,row_completeness,,0.7,,
SUN20_LMAS_CE04,,False,,,row_completeness,,0.7,,
SUN20_LMAS_CE06,,False,,,row_completeness,,0.7,,
SUN20_LMAS_CE10,,False,,,row_completeness,,0.7,,
SUN20_LMAS_CE12,,False,,,row_completeness,,0.7,,
LIU14_LUAG,,False,,,row_completeness,,0.7,,
XU14_CE03,,False,,,row_completeness,,0.7,,
XU14_CE05,,False,,,row_completeness,,0.7,,
XU14_CE08,,False,,,row_completeness,,0.7,,
XU14_CE10,,False,,,row_completeness,,0.7,,
XU13_AS,,False,,,row_completeness,,0.7,,
XU13_ANN,,False,,,row_completeness,,0.7,,
XU17_PRISTINE,,False,,,row_completeness,,0.8,,
XU17_LIF035,,False,,,row_completeness,,0.8,,
ZHO22_SC_X150,,False,,,row_completeness,,0.8,,
ZHO22_SC_X200,,False,,,row_completeness,,0.8,,
LING24_LUGDAG_CE005_GD15,,False,,,row_completeness,,0.8,,
LING24_LUGDAG_CE005_GD12,,False,,,row_completeness,,0.7,,
MA20_SCLU30Y00,,False,,,row_completeness,,0.9,,
MA20_SCLU25Y05,,False,,,row_completeness,,0.9,,
MA20_SCLU20Y10,,False,,,row_completeness,,0.9,,
NIS09_T0632,,False,,,row_completeness,,0.9,,
NIS11_T01,,False,,,row_completeness,,0.7,,
NIS11_T03,,False,,,row_completeness,,0.7,,
LIU15_T02,,False,,,row_completeness,,0.7,,
LIU15_T03,,False,,,row_completeness,,0.7,,
LIU15_T05,,False,,,row_completeness,,0.7,,
LIU15_T08,,False,,,row_completeness,,0.7,,
LIU15_T15,,False,,,row_completeness,,0.7,,
YAO19_CE01,,False,,,row_completeness,,0.7,,
YAO19_CE05,,False,,,row_completeness,,0.7,,
YAO19_CE10,,False,,,row_completeness,,0.7,,
YAO19_CE20,,False,,,row_completeness,,0.7,,
ZHU21_PRE1650,,False,,,row_completeness,,0.7,,
ZHU21_PRE1700,,False,,,row_completeness,,0.7,,
ZHU21_PRE1750,,False,,,row_completeness,,0.7,,
SUN21_TUBE,,False,,,row_completeness,,0.7,,
SUN19_CE005_S1,,False,,,row_completeness,,0.6,,
SUN19_CE005_S2,,False,,,row_completeness,,0.6,,
SUN19_CE005_S3,,False,,,row_completeness,,0.6,,
SUN19_CE005_S4,,False,,,row_completeness,,0.6,,
SUN19_CE005_S5,,False,,,row_completeness,,0.6,,
SUN19_CE020_S1,,False,,,row_completeness,,0.6,,
SUN19_CE020_S2,,False,,,row_completeness,,0.6,,
SUN19_CE020_S3,,False,,,row_completeness,,0.6,,
SUN19_CE020_S4,,False,,,row_completeness,,0.6,,
SUN19_CE020_S5,,False,,,row_completeness,,0.6,,
HUA23_LUYAG_X000,,False,,,row_completeness,,0.9,,
SIN17_X0015_2,,False,,,row_completeness,,0.8,,
SIN17_X0030_2,,False,,,row_completeness,,0.8,,
SIN17_X0050_2,,False,,,row_completeness,,0.8,,
SIN17_X0100_2,,False,,,row_completeness,,0.8,,
SIN17_X0150,,False,,,row_completeness,,0.8,,
SIN17_X0150_2,,False,,,row_completeness,,0.8,,
SIN17_X0200,,False,,,row_completeness,,0.8,,
SIN17_X0200_2,,False,,,row_completeness,,0.8,,
LI21_CE020_A900,,False,,,row_completeness,,0.7,,
LI21_CE020_A1000,,False,,,row_completeness,,0.7,,
LI21_CE020_A1100,,False,,,row_completeness,,0.7,,
LI21_CE020_A1200,,False,,,row_completeness,,0.7,,
LI21_CE020_A1300,,False,,,row_completeness,,0.7,,
LI21_CE020_A1400,,False,,,row_completeness,,0.7,,
LI21_CE040_A900,,False,,,row_completeness,,0.7,,
LI21_CE040_A1000,,False,,,row_completeness,,0.7,,
LI21_CE040_A1100,,False,,,row_completeness,,0.7,,
LI21_CE040_A1200,,False,,,row_completeness,,0.7,,
LI21_CE040_A1300,,False,,,row_completeness,,0.7,,
LI21_CE040_A1400,,False,,,row_completeness,,0.7,,
LI21_CE060_A900,,False,,,row_completeness,,0.7,,
LI21_CE060_A1000,,False,,,row_completeness,,0.7,,
LI21_CE060_A1100,,False,,,row_completeness,,0.7,,
LI21_CE060_A1200,,False,,,row_completeness,,0.7,,
LI21_CE060_A1300,,False,,,row_completeness,,0.7,,
LI21_CE060_A1400,,False,,,row_completeness,,0.7,,
LI21_CE080_A900,,False,,,row_completeness,,0.7,,
LI21_CE080_A1000,,False,,,row_completeness,,0.7,,
LI21_CE080_A1100,,False,,,row_completeness,,0.7,,
LI21_CE080_A1200,,False,,,row_completeness,,0.7,,
LI21_CE080_A1300,,False,,,row_completeness,,0.7,,
LI21_CE080_A1400,,False,,,row_completeness,,0.7,,
OSI17_CE001,,False,,,row_completeness,,0.7,,
OSI17_CE010,,False,,,row_completeness,,0.7,,
OSI17_CE030,,False,,,row_completeness,,0.7,,
OSI17_CE050,,False,,,row_completeness,,0.7,,
WAE14_YAG_CE001_T08,,False,,,row_completeness,,0.7,,
WAE14_YAG_CE005_T08,,False,,,row_completeness,,0.7,,
FEN08_YAG_CE05,,False,,,row_completeness,,0.7,,
FEN08_YAG_CE10,,False,,,row_completeness,,0.7,,
FEN08_YAG_CE20,,False,,,row_completeness,,0.7,,
FEN08_YAG_CE40,,False,,,row_completeness,,0.7,,
MAH16_YAGG_CECR,,False,,,row_completeness,,0.9,,
BARTA21_YAGG_GA3,,False,,,row_completeness,,0.6,,
BARTA21_YAGG_GA4,,False,,,row_completeness,,0.6,,
DU18_YAMSG_X20,,False,,,row_completeness,,0.8,,
DU18_YAMSG_X10,,False,,,row_completeness,,0.7,,
HUA19_YAGG_X500,,False,,,row_completeness,,0.8,,
MAH16_YGG_CECR,,False,,,row_completeness,,0.7,,
FEN08_YSAG_CE05,,False,,,row_completeness,,0.5,,
FEN08_YSAG_CE10,,False,,,row_completeness,,0.5,,
FEN08_YSAG_CE20,,False,,,row_completeness,,0.5,,
FEN08_YSAG_CE40,,False,,,row_completeness,,0.5,,
,,,,,qualification_funnel,,,all records,255.0
,,,,,qualification_funnel,,,formal core,132.0
,,,,,qualification_funnel,,,M0 ready,131.0
,,,,,qualification_funnel,,,strict PL/PLE,53.0
,,,,,qualification_funnel,,,M1 structure,32.0
